#  STANDARD TIMES OF SOLAR RISE/SET
#  FOR  User defined location, 2015
#
#     Longitude = 74� 40.02' West,  Latitude =    62� 9' North
#     
#     Time zone is STD, -5 UTC 
#     Correction from standard meridian :  -1.33 minutes
#
#     ******************************************
#     *** Add one hour to listed times when  ***
#     *** Daylight Saving Time is in effect. ***
#     ******************************************
year;month;day;sunrise;sunset
2015;May;2;3:43;20:11
2015;May;3;3:40;20:13
2015;May;4;3:37;20:16
2015;May;5;3:34;20:19
2015;May;6;3:31;20:22
2015;May;7;3:28;20:25
2015;May;8;3:25;20:27
2015;May;9;3:22;20:30
2015;May;10;3:19;20:33
2015;May;11;3:17;20:36
2015;May;12;3:14;20:38
2015;May;13;3:11;20:41
2015;May;14;3:08;20:44
2015;May;15;3:06;20:47
2015;May;16;3:03;20:49
2015;May;17;3:00;20:52
2015;May;18;2:58;20:55
2015;May;19;2:55;20:57
2015;May;20;2:53;21:00
2015;May;21;2:50;21:02
2015;May;22;2:48;21:05
2015;May;23;2:45;21:08
2015;May;24;2:43;21:10
2015;May;25;2:41;21:13
2015;May;26;2:38;21:15
2015;May;27;2:36;21:17
2015;May;28;2:34;21:20
2015;May;29;2:32;21:22
2015;May;30;2:30;21:24
2015;May;31;2:28;21:26
2015;Jun;1;2:26;21:28
2015;Jun;2;2:24;21:31
2015;Jun;3;2:23;21:33
2015;Jun;4;2:21;21:34
2015;Jun;5;2:19;21:36
2015;Jun;6;2:18;21:38
2015;Jun;7;2:17;21:40
2015;Jun;8;2:15;21:41
2015;Jun;9;2:14;21:43
2015;Jun;10;2:13;21:44
2015;Jun;11;2:12;21:46
2015;Jun;12;2:11;21:47
2015;Jun;13;2:10;21:48
2015;Jun;14;2:10;21:49
2015;Jun;15;2:09;21:50
2015;Jun;16;2:09;21:51
2015;Jun;17;2:08;21:51
2015;Jun;18;2:08;21:52
2015;Jun;19;2:08;21:52
2015;Jun;20;2:08;21:53
2015;Jun;21;2:08;21:53
2015;Jun;22;2:08;21:53
2015;Jun;23;2:09;21:53
2015;Jun;24;2:09;21:53
2015;Jun;25;2:10;21:53
2015;Jun;26;2:10;21:52
2015;Jun;27;2:11;21:52
2015;Jun;28;2:12;21:51
2015;Jun;29;2:13;21:51
2015;Jun;30;2:14;21:50
2015;Jul;1;2:15;21:49
2015;Jul;2;2:17;21:48
2015;Jul;3;2:18;21:47
2015;Jul;4;2:20;21:46
2015;Jul;5;2:21;21:44
2015;Jul;6;2:23;21:43
2015;Jul;7;2:25;21:41
2015;Jul;8;2:26;21:40
2015;Jul;9;2:28;21:38
2015;Jul;10;2:30;21:36
2015;Jul;11;2:32;21:35
2015;Jul;12;2:34;21:33
2015;Jul;13;2:36;21:31
2015;Jul;14;2:39;21:29
2015;Jul;15;2:41;21:27
2015;Jul;16;2:43;21:25
2015;Jul;17;2:46;21:22
2015;Jul;18;2:48;21:20
2015;Jul;19;2:50;21:18
2015;Jul;20;2:53;21:15
2015;Jul;21;2:55;21:13
2015;Jul;22;2:58;21:11
2015;Jul;23;3:00;21:08
2015;Jul;24;3:03;21:06
2015;Jul;25;3:06;21:03
2015;Jul;26;3:08;21:00
2015;Jul;27;3:11;20:58
2015;Jul;28;3:13;20:55
2015;Jul;29;3:16;20:52
2015;Jul;30;3:19;20:50
2015;Jul;31;3:21;20:47
2015;Aug;1;3:24;20:44
2015;Aug;2;3:27;20:41
2015;Aug;3;3:29;20:38
2015;Aug;4;3:32;20:35
2015;Aug;5;3:35;20:33
2015;Aug;6;3:38;20:30
2015;Aug;7;3:40;20:27
2015;Aug;8;3:43;20:24
2015;Aug;9;3:46;20:21
2015;Aug;10;3:48;20:18
2015;Aug;11;3:51;20:15
2015;Aug;12;3:54;20:12
2015;Aug;13;3:57;20:09
2015;Aug;14;3:59;20:06
2015;Aug;15;4:02;20:02
2015;Aug;16;4:05;19:59
2015;Aug;17;4:07;19:56
2015;Aug;18;4:10;19:53
2015;Aug;19;4:13;19:50
2015;Aug;20;4:16;19:47
2015;Aug;21;4:18;19:44
2015;Aug;22;4:21;19:40
2015;Aug;23;4:24;19:37
2015;Aug;24;4:26;19:34
2015;Aug;25;4:29;19:31
2015;Aug;26;4:31;19:28
2015;Aug;27;4:34;19:25
2015;Aug;28;4:37;19:21
2015;Aug;29;4:39;19:18
2015;Aug;30;4:42;19:15
2015;Aug;31;4:45;19:12
2015;Sep;1;4:47;19:08
2015;Sep;2;4:50;19:05
2015;Sep;3;4:53;19:02
2015;Sep;4;4:55;18:59
2015;Sep;5;4:58;18:55
2015;Sep;6;5:00;18:52
2015;Sep;7;5:03;18:49
2015;Sep;8;5:06;18:46
2015;Sep;9;5:08;18:42
2015;Sep;10;5:11;18:39
2015;Sep;11;5:13;18:36
2015;Sep;12;5:16;18:33
2015;Sep;13;5:18;18:29
2015;Sep;14;5:21;18:26
2015;Sep;15;5:24;18:23
2015;Sep;16;5:26;18:19
2015;Sep;17;5:29;18:16
2015;Sep;18;5:31;18:13
2015;Sep;19;5:34;18:10
2015;Sep;20;5:37;18:06
2015;Sep;21;5:39;18:03
2015;Sep;22;5:42;18:00
2015;Sep;23;5:44;17:56
2015;Sep;24;5:47;17:53
2015;Sep;25;5:49;17:50
2015;Sep;26;5:52;17:47
2015;Sep;27;5:55;17:43
2015;Sep;28;5:57;17:40
2015;Sep;29;6:00;17:37
2015;Sep;30;6:02;17:34
2015;Oct;1;6:05;17:30
2015;Oct;2;6:08;17:27
2015;Oct;3;6:10;17:24
2015;Oct;4;6:13;17:21
2015;Oct;5;6:16;17:17
2015;Oct;6;6:18;17:14
2015;Oct;7;6:21;17:11
2015;Oct;8;6:23;17:08
2015;Oct;9;6:26;17:05
2015;Oct;10;6:29;17:01
2015;Oct;11;6:32;16:58
2015;Oct;12;6:34;16:55
2015;Oct;13;6:37;16:52
2015;Oct;14;6:40;16:49
2015;Oct;15;6:42;16:46
2015;Oct;16;6:45;16:42
2015;Oct;17;6:48;16:39
2015;Oct;18;6:50;16:36
2015;Oct;19;6:53;16:33
2015;Oct;20;6:56;16:30
2015;Oct;21;6:59;16:27
2015;Oct;22;7:02;16:24
2015;Oct;23;7:04;16:21
2015;Oct;24;7:07;16:18
2015;Oct;25;7:10;16:15
2015;Oct;26;7:13;16:12
2015;Oct;27;7:16;16:09
2015;Oct;28;7:18;16:06
2015;Oct;29;7:21;16:03
2015;Oct;30;7:24;16:00
2015;Oct;31;7:27;15:57
2015;Nov;1;7:30;15:54
2015;Nov;2;7:33;15:51
2015;Nov;3;7:35;15:48
2015;Nov;4;7:38;15:45
2015;Nov;5;7:41;15:43
2015;Nov;6;7:44;15:40
2015;Nov;7;7:47;15:37
2015;Nov;8;7:50;15:34
2015;Nov;9;7:53;15:32
2015;Nov;10;7:55;15:29
2015;Nov;11;7:58;15:26
2015;Nov;12;8:01;15:24
2015;Nov;13;8:04;15:21
2015;Nov;14;8:07;15:19
2015;Nov;15;8:10;15:16
2015;Nov;16;8:12;15:14
2015;Nov;17;8:15;15:11
2015;Nov;18;8:18;15:09
2015;Nov;19;8:21;15:07
2015;Nov;20;8:23;15:04
2015;Nov;21;8:26;15:02
2015;Nov;22;8:29;15:00
2015;Nov;23;8:32;14:58
2015;Nov;24;8:34;14:56
2015;Nov;25;8:37;14:54
2015;Nov;26;8:39;14:52
2015;Nov;27;8:42;14:50
2015;Nov;28;8:44;14:48
2015;Nov;29;8:47;14:47
2015;Nov;30;8:49;14:45
2015;Dec;1;8:52;14:43
2015;Dec;2;8:54;14:42
2015;Dec;3;8:56;14:40
2015;Dec;4;8:58;14:39
2015;Dec;5;9:00;14:38
2015;Dec;6;9:02;14:37
2015;Dec;7;9:04;14:36
2015;Dec;8;9:06;14:35
2015;Dec;9;9:08;14:34
2015;Dec;10;9:10;14:33
2015;Dec;11;9:11;14:32
2015;Dec;12;9:13;14:32
2015;Dec;13;9:14;14:31
2015;Dec;14;9:16;14:31
2015;Dec;15;9:17;14:30
2015;Dec;16;9:18;14:30
2015;Dec;17;9:19;14:30
2015;Dec;18;9:20;14:30
2015;Dec;19;9:21;14:31
2015;Dec;20;9:22;14:31
2015;Dec;21;9:22;14:31
2015;Dec;22;9:23;14:32
2015;Dec;23;9:23;14:32
2015;Dec;24;9:23;14:33
2015;Dec;25;9:24;14:34
2015;Dec;26;9:24;14:35
2015;Dec;27;9:24;14:36
2015;Dec;28;9:23;14:37
2015;Dec;29;9:23;14:38
2015;Dec;30;9:23;14:40
2015;Dec;31;9:22;14:41
