#  STANDARD TIMES OF SOLAR RISE/SET
#  FOR  User defined location, 2018
#
#     Longitude = 74� 40.02' West,  Latitude =    62� 9' North
#     
#     Time zone is STD, -5 UTC 
#     Correction from standard meridian :  -1.33 minutes
#
#     ******************************************
#     *** Add one hour to listed times when  ***
#     *** Daylight Saving Time is in effect. ***
#     ******************************************
year;month;day;sunrise;sunset
2018;Mar;27;5:37;18:33
2018;Mar;28;5:33;18:36
2018;Mar;29;5:30;18:38
2018;Mar;30;5:27;18:41
2018;Mar;31;5:24;18:44
2018;Apr;1;5:20;18:46
2018;Apr;2;5:17;18:49
2018;Apr;3;5:14;18:52
2018;Apr;4;5:11;18:54
2018;Apr;5;5:07;18:57
2018;Apr;6;5:04;19:00
2018;Apr;7;5:01;19:02
2018;Apr;8;4:58;19:05
2018;Apr;9;4:54;19:08
2018;Apr;10;4:51;19:11
2018;Apr;11;4:48;19:13
2018;Apr;12;4:45;19:16
2018;Apr;13;4:41;19:19
2018;Apr;14;4:38;19:21
2018;Apr;15;4:35;19:24
2018;Apr;16;4:32;19:27
2018;Apr;17;4:29;19:30
2018;Apr;18;4:25;19:32
2018;Apr;19;4:22;19:35
2018;Apr;20;4:19;19:38
2018;Apr;21;4:16;19:41
2018;Apr;22;4:13;19:43
2018;Apr;23;4:10;19:46
2018;Apr;24;4:07;19:49
2018;Apr;25;4:03;19:52
2018;Apr;26;4:00;19:55
2018;Apr;27;3:57;19:57
2018;Apr;28;3:54;20:00
2018;Apr;29;3:51;20:03
2018;Apr;30;3:48;20:06
2018;May;1;3:45;20:09
2018;May;2;3:42;20:11
2018;May;3;3:39;20:14
2018;May;4;3:36;20:17
2018;May;5;3:33;20:20
2018;May;6;3:30;20:22
2018;May;7;3:27;20:25
2018;May;8;3:24;20:28
2018;May;9;3:21;20:31
2018;May;10;3:19;20:34
2018;May;11;3:16;20:36
2018;May;12;3:13;20:39
2018;May;13;3:10;20:42
2018;May;14;3:08;20:45
2018;May;15;3:05;20:47
2018;May;16;3:02;20:50
2018;May;17;3:00;20:53
2018;May;18;2:57;20:55
2018;May;19;2:54;20:58
2018;May;20;2:52;21:01
2018;May;21;2:49;21:03
2018;May;22;2:47;21:06
2018;May;23;2:45;21:08
2018;May;24;2:42;21:11
2018;May;25;2:40;21:13
2018;May;26;2:38;21:16
2018;May;27;2:36;21:18
2018;May;28;2:33;21:20
2018;May;29;2:31;21:23
2018;May;30;2:29;21:25
2018;May;31;2:28;21:27
2018;Jun;1;2:26;21:29
2018;Jun;2;2:24;21:31
2018;Jun;3;2:22;21:33
2018;Jun;4;2:21;21:35
2018;Jun;5;2:19;21:37
2018;Jun;6;2:18;21:39
2018;Jun;7;2:16;21:40
2018;Jun;8;2:15;21:42
2018;Jun;9;2:14;21:43
2018;Jun;10;2:13;21:45
2018;Jun;11;2:12;21:46
2018;Jun;12;2:11;21:47
2018;Jun;13;2:10;21:48
2018;Jun;14;2:09;21:49
2018;Jun;15;2:09;21:50
2018;Jun;16;2:08;21:51
2018;Jun;17;2:08;21:52
2018;Jun;18;2:08;21:52
2018;Jun;19;2:08;21:53
2018;Jun;20;2:08;21:53
2018;Jun;21;2:08;21:53
2018;Jun;22;2:08;21:53
2018;Jun;23;2:09;21:53
2018;Jun;24;2:09;21:53
2018;Jun;25;2:10;21:53
2018;Jun;26;2:10;21:52
2018;Jun;27;2:11;21:52
2018;Jun;28;2:12;21:51
2018;Jun;29;2:13;21:50
2018;Jun;30;2:14;21:50
2018;Jul;1;2:16;21:49
2018;Jul;2;2:17;21:48
2018;Jul;3;2:18;21:46
2018;Jul;4;2:20;21:45
2018;Jul;5;2:22;21:44
2018;Jul;6;2:23;21:42
2018;Jul;7;2:25;21:41
2018;Jul;8;2:27;21:39
2018;Jul;9;2:29;21:38
2018;Jul;10;2:31;21:36
2018;Jul;11;2:33;21:34
2018;Jul;12;2:35;21:32
2018;Jul;13;2:37;21:30
2018;Jul;14;2:39;21:28
2018;Jul;15;2:42;21:26
2018;Jul;16;2:44;21:24
2018;Jul;17;2:46;21:22
2018;Jul;18;2:49;21:19
2018;Jul;19;2:51;21:17
2018;Jul;20;2:54;21:15
2018;Jul;21;2:56;21:12
2018;Jul;22;2:59;21:10
2018;Jul;23;3:01;21:07
2018;Jul;24;3:04;21:05
2018;Jul;25;3:06;21:02
2018;Jul;26;3:09;21:00
2018;Jul;27;3:11;20:57
2018;Jul;28;3:14;20:54
2018;Jul;29;3:17;20:52
2018;Jul;30;3:19;20:49
2018;Jul;31;3:22;20:46
2018;Aug;1;3:25;20:43
2018;Aug;2;3:28;20:40
2018;Aug;3;3:30;20:38
2018;Aug;4;3:33;20:35
2018;Aug;5;3:36;20:32
2018;Aug;6;3:38;20:29
2018;Aug;7;3:41;20:26
2018;Aug;8;3:44;20:23
2018;Aug;9;3:46;20:20
2018;Aug;10;3:49;20:17
2018;Aug;11;3:52;20:14
2018;Aug;12;3:55;20:11
2018;Aug;13;3:57;20:08
2018;Aug;14;4:00;20:05
2018;Aug;15;4:03;20:02
2018;Aug;16;4:05;19:58
2018;Aug;17;4:08;19:55
2018;Aug;18;4:11;19:52
2018;Aug;19;4:14;19:49
2018;Aug;20;4:16;19:46
2018;Aug;21;4:19;19:43
2018;Aug;22;4:22;19:40
2018;Aug;23;4:24;19:36
2018;Aug;24;4:27;19:33
2018;Aug;25;4:30;19:30
2018;Aug;26;4:32;19:27
2018;Aug;27;4:35;19:24
2018;Aug;28;4:38;19:20
2018;Aug;29;4:40;19:17
2018;Aug;30;4:43;19:14
2018;Aug;31;4:45;19:11
2018;Sep;1;4:48;19:08
2018;Sep;2;4:51;19:04
2018;Sep;3;4:53;19:01
2018;Sep;4;4:56;18:58
2018;Sep;5;4:58;18:55
2018;Sep;6;5:01;18:51
2018;Sep;7;5:04;18:48
2018;Sep;8;5:06;18:45
2018;Sep;9;5:09;18:41
2018;Sep;10;5:11;18:38
2018;Sep;11;5:14;18:35
2018;Sep;12;5:17;18:32
2018;Sep;13;5:19;18:28
2018;Sep;14;5:22;18:25
2018;Sep;15;5:24;18:22
2018;Sep;16;5:27;18:19
2018;Sep;17;5:29;18:15
2018;Sep;18;5:32;18:12
2018;Sep;19;5:35;18:09
2018;Sep;20;5:37;18:05
2018;Sep;21;5:40;18:02
2018;Sep;22;5:42;17:59
2018;Sep;23;5:45;17:56
2018;Sep;24;5:48;17:52
2018;Sep;25;5:50;17:49
2018;Sep;26;5:53;17:46
2018;Sep;27;5:55;17:42
2018;Sep;28;5:58;17:39
2018;Sep;29;6:01;17:36
2018;Sep;30;6:03;17:33
2018;Oct;1;6:06;17:29
2018;Oct;2;6:08;17:26
2018;Oct;3;6:11;17:23
2018;Oct;4;6:14;17:20
2018;Oct;5;6:16;17:17
2018;Oct;6;6:19;17:13
2018;Oct;7;6:22;17:10
2018;Oct;8;6:24;17:07
2018;Oct;9;6:27;17:04
2018;Oct;10;6:30;17:01
2018;Oct;11;6:32;16:57
2018;Oct;12;6:35;16:54
2018;Oct;13;6:38;16:51
2018;Oct;14;6:40;16:48
2018;Oct;15;6:43;16:45
2018;Oct;16;6:46;16:42
2018;Oct;17;6:48;16:38
2018;Oct;18;6:51;16:35
2018;Oct;19;6:54;16:32
2018;Oct;20;6:57;16:29
2018;Oct;21;6:59;16:26
2018;Oct;22;7:02;16:23
2018;Oct;23;7:05;16:20
2018;Oct;24;7:08;16:17
2018;Oct;25;7:11;16:14
2018;Oct;26;7:13;16:11
2018;Oct;27;7:16;16:08
2018;Oct;28;7:19;16:05
2018;Oct;29;7:22;16:02
2018;Oct;30;7:25;15:59
2018;Oct;31;7:28;15:56
2018;Nov;1;7:30;15:53
2018;Nov;2;7:33;15:50
2018;Nov;3;7:36;15:47
2018;Nov;4;7:39;15:45
2018;Nov;5;7:42;15:42
2018;Nov;6;7:45;15:39
2018;Nov;7;7:48;15:36
2018;Nov;8;7:50;15:34
2018;Nov;9;7:53;15:31
2018;Nov;10;7:56;15:28
2018;Nov;11;7:59;15:26
2018;Nov;12;8:02;15:23
2018;Nov;13;8:05;15:21
2018;Nov;14;8:08;15:18
2018;Nov;15;8:10;15:16
2018;Nov;16;8:13;15:13
2018;Nov;17;8:16;15:11
2018;Nov;18;8:19;15:08
2018;Nov;19;8:21;15:06
2018;Nov;20;8:24;15:04
2018;Nov;21;8:27;15:02
2018;Nov;22;8:30;15:00
2018;Nov;23;8:32;14:57
2018;Nov;24;8:35;14:55
2018;Nov;25;8:37;14:53
2018;Nov;26;8:40;14:52
2018;Nov;27;8:43;14:50
2018;Nov;28;8:45;14:48
2018;Nov;29;8:47;14:46
2018;Nov;30;8:50;14:45
2018;Dec;1;8:52;14:43
2018;Dec;2;8:54;14:42
2018;Dec;3;8:57;14:40
2018;Dec;4;8:59;14:39
2018;Dec;5;9:01;14:38
2018;Dec;6;9:03;14:36
2018;Dec;7;9:05;14:35
2018;Dec;8;9:07;14:34
2018;Dec;9;9:08;14:33
2018;Dec;10;9:10;14:33
2018;Dec;11;9:12;14:32
2018;Dec;12;9:13;14:32
2018;Dec;13;9:15;14:31
2018;Dec;14;9:16;14:31
2018;Dec;15;9:17;14:30
2018;Dec;16;9:18;14:30
2018;Dec;17;9:19;14:30
2018;Dec;18;9:20;14:30
2018;Dec;19;9:21;14:31
2018;Dec;20;9:22;14:31
2018;Dec;21;9:22;14:31
2018;Dec;22;9:23;14:32
2018;Dec;23;9:23;14:33
2018;Dec;24;9:23;14:33
2018;Dec;25;9:24;14:34
2018;Dec;26;9:24;14:35
2018;Dec;27;9:24;14:36
2018;Dec;28;9:23;14:37
2018;Dec;29;9:23;14:39
2018;Dec;30;9:23;14:40
2018;Dec;31;9:22;14:42
