#  STANDARD TIMES OF SOLAR RISE/SET
#  FOR  User defined location, 2017
#
#     Longitude = 74� 40.02' West,  Latitude =    62� 9' North
#     
#     Time zone is STD, -5 UTC 
#     Correction from standard meridian :  -1.33 minutes
#
#     ******************************************
#     *** Add one hour to listed times when  ***
#     *** Daylight Saving Time is in effect. ***
#     ******************************************
year;month;day;sunrise;sunset
2017;Feb;22;7:22;17:03
2017;Feb;23;7:19;17:06
2017;Feb;24;7:16;17:09
2017;Feb;25;7:13;17:12
2017;Feb;26;7:10;17:15
2017;Feb;27;7:06;17:17
2017;Feb;28;7:03;17:20
2017;Mar;1;7:00;17:23
2017;Mar;2;6:57;17:26
2017;Mar;3;6:54;17:29
2017;Mar;4;6:51;17:31
2017;Mar;5;6:47;17:34
2017;Mar;6;6:44;17:37
2017;Mar;7;6:41;17:40
2017;Mar;8;6:38;17:42
2017;Mar;9;6:34;17:45
2017;Mar;10;6:31;17:48
2017;Mar;11;6:28;17:51
2017;Mar;12;6:25;17:53
2017;Mar;13;6:22;17:56
2017;Mar;14;6:18;17:59
2017;Mar;15;6:15;18:01
2017;Mar;16;6:12;18:04
2017;Mar;17;6:09;18:07
2017;Mar;18;6:05;18:09
2017;Mar;19;6:02;18:12
2017;Mar;20;5:59;18:15
2017;Mar;21;5:56;18:17
2017;Mar;22;5:52;18:20
2017;Mar;23;5:49;18:23
2017;Mar;24;5:46;18:26
2017;Mar;25;5:42;18:28
2017;Mar;26;5:39;18:31
2017;Mar;27;5:36;18:34
2017;Mar;28;5:33;18:36
2017;Mar;29;5:29;18:39
2017;Mar;30;5:26;18:42
2017;Mar;31;5:23;18:44
2017;Apr;1;5:20;18:47
2017;Apr;2;5:16;18:50
2017;Apr;3;5:13;18:52
2017;Apr;4;5:10;18:55
2017;Apr;5;5:07;18:58
2017;Apr;6;5:03;19:00
2017;Apr;7;5:00;19:03
2017;Apr;8;4:57;19:06
2017;Apr;9;4:54;19:09
2017;Apr;10;4:50;19:11
2017;Apr;11;4:47;19:14
2017;Apr;12;4:44;19:17
2017;Apr;13;4:41;19:19
2017;Apr;14;4:37;19:22
2017;Apr;15;4:34;19:25
2017;Apr;16;4:31;19:28
2017;Apr;17;4:28;19:30
2017;Apr;18;4:25;19:33
2017;Apr;19;4:21;19:36
2017;Apr;20;4:18;19:39
2017;Apr;21;4:15;19:41
2017;Apr;22;4:12;19:44
2017;Apr;23;4:09;19:47
2017;Apr;24;4:06;19:50
2017;Apr;25;4:03;19:52
2017;Apr;26;4:00;19:55
2017;Apr;27;3:56;19:58
2017;Apr;28;3:53;20:01
2017;Apr;29;3:50;20:04
2017;Apr;30;3:47;20:06
2017;May;1;3:44;20:09
2017;May;2;3:41;20:12
2017;May;3;3:38;20:15
2017;May;4;3:35;20:18
2017;May;5;3:32;20:20
2017;May;6;3:29;20:23
2017;May;7;3:27;20:26
2017;May;8;3:24;20:29
2017;May;9;3:21;20:31
2017;May;10;3:18;20:34
2017;May;11;3:15;20:37
2017;May;12;3:12;20:40
2017;May;13;3:10;20:43
2017;May;14;3:07;20:45
2017;May;15;3:04;20:48
2017;May;16;3:02;20:51
2017;May;17;2:59;20:53
2017;May;18;2:56;20:56
2017;May;19;2:54;20:59
2017;May;20;2:51;21:01
2017;May;21;2:49;21:04
2017;May;22;2:46;21:06
2017;May;23;2:44;21:09
2017;May;24;2:42;21:11
2017;May;25;2:39;21:14
2017;May;26;2:37;21:16
2017;May;27;2:35;21:19
2017;May;28;2:33;21:21
2017;May;29;2:31;21:23
2017;May;30;2:29;21:25
2017;May;31;2:27;21:27
2017;Jun;1;2:25;21:30
2017;Jun;2;2:23;21:32
2017;Jun;3;2:22;21:34
2017;Jun;4;2:20;21:35
2017;Jun;5;2:19;21:37
2017;Jun;6;2:17;21:39
2017;Jun;7;2:16;21:41
2017;Jun;8;2:15;21:42
2017;Jun;9;2:14;21:44
2017;Jun;10;2:12;21:45
2017;Jun;11;2:11;21:46
2017;Jun;12;2:11;21:47
2017;Jun;13;2:10;21:49
2017;Jun;14;2:09;21:50
2017;Jun;15;2:09;21:50
2017;Jun;16;2:08;21:51
2017;Jun;17;2:08;21:52
2017;Jun;18;2:08;21:52
2017;Jun;19;2:08;21:53
2017;Jun;20;2:08;21:53
2017;Jun;21;2:08;21:53
2017;Jun;22;2:08;21:53
2017;Jun;23;2:09;21:53
2017;Jun;24;2:09;21:53
2017;Jun;25;2:10;21:53
2017;Jun;26;2:11;21:52
2017;Jun;27;2:12;21:52
2017;Jun;28;2:12;21:51
2017;Jun;29;2:14;21:50
2017;Jun;30;2:15;21:49
2017;Jul;1;2:16;21:48
2017;Jul;2;2:17;21:47
2017;Jul;3;2:19;21:46
2017;Jul;4;2:20;21:45
2017;Jul;5;2:22;21:44
2017;Jul;6;2:24;21:42
2017;Jul;7;2:25;21:41
2017;Jul;8;2:27;21:39
2017;Jul;9;2:29;21:37
2017;Jul;10;2:31;21:35
2017;Jul;11;2:33;21:34
2017;Jul;12;2:35;21:32
2017;Jul;13;2:38;21:30
2017;Jul;14;2:40;21:28
2017;Jul;15;2:42;21:26
2017;Jul;16;2:44;21:23
2017;Jul;17;2:47;21:21
2017;Jul;18;2:49;21:19
2017;Jul;19;2:52;21:17
2017;Jul;20;2:54;21:14
2017;Jul;21;2:57;21:12
2017;Jul;22;2:59;21:09
2017;Jul;23;3:02;21:07
2017;Jul;24;3:04;21:04
2017;Jul;25;3:07;21:02
2017;Jul;26;3:09;20:59
2017;Jul;27;3:12;20:56
2017;Jul;28;3:15;20:54
2017;Jul;29;3:17;20:51
2017;Jul;30;3:20;20:48
2017;Jul;31;3:23;20:45
2017;Aug;1;3:25;20:43
2017;Aug;2;3:28;20:40
2017;Aug;3;3:31;20:37
2017;Aug;4;3:34;20:34
2017;Aug;5;3:36;20:31
2017;Aug;6;3:39;20:28
2017;Aug;7;3:42;20:25
2017;Aug;8;3:44;20:22
2017;Aug;9;3:47;20:19
2017;Aug;10;3:50;20:16
2017;Aug;11;3:53;20:13
2017;Aug;12;3:55;20:10
2017;Aug;13;3:58;20:07
2017;Aug;14;4:01;20:04
2017;Aug;15;4:03;20:01
2017;Aug;16;4:06;19:58
2017;Aug;17;4:09;19:55
2017;Aug;18;4:12;19:51
2017;Aug;19;4:14;19:48
2017;Aug;20;4:17;19:45
2017;Aug;21;4:20;19:42
2017;Aug;22;4:22;19:39
2017;Aug;23;4:25;19:36
2017;Aug;24;4:28;19:32
2017;Aug;25;4:30;19:29
2017;Aug;26;4:33;19:26
2017;Aug;27;4:36;19:23
2017;Aug;28;4:38;19:20
2017;Aug;29;4:41;19:16
2017;Aug;30;4:43;19:13
2017;Aug;31;4:46;19:10
2017;Sep;1;4:49;19:07
2017;Sep;2;4:51;19:03
2017;Sep;3;4:54;19:00
2017;Sep;4;4:56;18:57
2017;Sep;5;4:59;18:54
2017;Sep;6;5:02;18:50
2017;Sep;7;5:04;18:47
2017;Sep;8;5:07;18:44
2017;Sep;9;5:09;18:41
2017;Sep;10;5:12;18:37
2017;Sep;11;5:15;18:34
2017;Sep;12;5:17;18:31
2017;Sep;13;5:20;18:28
2017;Sep;14;5:22;18:24
2017;Sep;15;5:25;18:21
2017;Sep;16;5:28;18:18
2017;Sep;17;5:30;18:14
2017;Sep;18;5:33;18:11
2017;Sep;19;5:35;18:08
2017;Sep;20;5:38;18:05
2017;Sep;21;5:40;18:01
2017;Sep;22;5:43;17:58
2017;Sep;23;5:46;17:55
2017;Sep;24;5:48;17:52
2017;Sep;25;5:51;17:48
2017;Sep;26;5:53;17:45
2017;Sep;27;5:56;17:42
2017;Sep;28;5:59;17:38
2017;Sep;29;6:01;17:35
2017;Sep;30;6:04;17:32
2017;Oct;1;6:06;17:29
2017;Oct;2;6:09;17:25
2017;Oct;3;6:12;17:22
2017;Oct;4;6:14;17:19
2017;Oct;5;6:17;17:16
2017;Oct;6;6:20;17:13
2017;Oct;7;6:22;17:09
2017;Oct;8;6:25;17:06
2017;Oct;9;6:28;17:03
2017;Oct;10;6:30;17:00
2017;Oct;11;6:33;16:57
2017;Oct;12;6:36;16:53
2017;Oct;13;6:38;16:50
2017;Oct;14;6:41;16:47
2017;Oct;15;6:44;16:44
2017;Oct;16;6:46;16:41
2017;Oct;17;6:49;16:38
2017;Oct;18;6:52;16:35
2017;Oct;19;6:55;16:31
2017;Oct;20;6:57;16:28
2017;Oct;21;7:00;16:25
2017;Oct;22;7:03;16:22
2017;Oct;23;7:06;16:19
2017;Oct;24;7:09;16:16
2017;Oct;25;7:11;16:13
2017;Oct;26;7:14;16:10
2017;Oct;27;7:17;16:07
2017;Oct;28;7:20;16:04
2017;Oct;29;7:23;16:01
2017;Oct;30;7:25;15:58
2017;Oct;31;7:28;15:55
2017;Nov;1;7:31;15:52
2017;Nov;2;7:34;15:50
2017;Nov;3;7:37;15:47
2017;Nov;4;7:40;15:44
2017;Nov;5;7:43;15:41
2017;Nov;6;7:45;15:38
2017;Nov;7;7:48;15:36
2017;Nov;8;7:51;15:33
2017;Nov;9;7:54;15:30
2017;Nov;10;7:57;15:28
2017;Nov;11;8:00;15:25
2017;Nov;12;8:03;15:22
2017;Nov;13;8:05;15:20
2017;Nov;14;8:08;15:17
2017;Nov;15;8:11;15:15
2017;Nov;16;8:14;15:13
2017;Nov;17;8:17;15:10
2017;Nov;18;8:19;15:08
2017;Nov;19;8:22;15:06
2017;Nov;20;8:25;15:03
2017;Nov;21;8:28;15:01
2017;Nov;22;8:30;14:59
2017;Nov;23;8:33;14:57
2017;Nov;24;8:36;14:55
2017;Nov;25;8:38;14:53
2017;Nov;26;8:41;14:51
2017;Nov;27;8:43;14:49
2017;Nov;28;8:46;14:47
2017;Nov;29;8:48;14:46
2017;Nov;30;8:50;14:44
2017;Dec;1;8:53;14:43
2017;Dec;2;8:55;14:41
2017;Dec;3;8:57;14:40
2017;Dec;4;8:59;14:38
2017;Dec;5;9:01;14:37
2017;Dec;6;9:03;14:36
2017;Dec;7;9:05;14:35
2017;Dec;8;9:07;14:34
2017;Dec;9;9:09;14:33
2017;Dec;10;9:11;14:33
2017;Dec;11;9:12;14:32
2017;Dec;12;9:14;14:31
2017;Dec;13;9:15;14:31
2017;Dec;14;9:16;14:31
2017;Dec;15;9:17;14:30
2017;Dec;16;9:19;14:30
2017;Dec;17;9:20;14:30
2017;Dec;18;9:20;14:30
2017;Dec;19;9:21;14:31
2017;Dec;20;9:22;14:31
2017;Dec;21;9:22;14:31
2017;Dec;22;9:23;14:32
2017;Dec;23;9:23;14:33
2017;Dec;24;9:24;14:33
2017;Dec;25;9:24;14:34
2017;Dec;26;9:24;14:35
2017;Dec;27;9:24;14:36
2017;Dec;28;9:23;14:38
2017;Dec;29;9:23;14:39
2017;Dec;30;9:23;14:40
2017;Dec;31;9:22;14:42
